Time,Transmembrane_potential
272.63,-50.48261062661379
272.64,-50.48261062661379
272.65,-50.48261062661379
272.66,-50.48261062661379
272.67,-50.48261062661379
272.68,-50.48261062661379
272.69,-50.48261062661379
272.7,-50.48261062661379
272.71,-50.48261062661379
272.72,-50.48261062661379
272.73,-50.48261062661379
272.74,-50.48261062661379
272.75,-50.48261062661379
272.76,-50.48261062661379
272.77,-50.48261062661379
272.78000000000003,-50.48261062661379
272.79,-50.48261062661379
272.8,-50.48261062661379
272.81,-50.48261062661379
272.82,-50.48261062661379
272.83,-50.48261062661379
272.84000000000003,-50.48261062661379
272.85,-50.48261062661379
272.86,-50.48261062661379
272.87,-50.48261062661379
272.88,-50.48261062661379
272.89,-50.48261062661379
272.9,-50.48261062661379
272.91,-50.48261062661379
272.92,-50.48261062661379
272.93,-50.48261062661379
272.94,-50.48261062661379
272.95,-50.48261062661379
272.96,-50.48261062661379
272.97,-50.48261062661379
272.98,-50.48261062661379
272.99,-50.48261062661379
273.0,-50.48261062661379
273.01,-50.63956257772491
273.02,-50.63956257772491
273.03000000000003,-50.63956257772491
273.04,-50.63956257772491
273.05,-50.63956257772491
273.06,-50.63956257772491
273.07,-50.63956257772491
273.08,-50.63956257772491
273.09000000000003,-50.63956257772491
273.1,-50.63956257772491
273.11,-50.63956257772491
273.12,-50.63956257772491
273.13,-50.63956257772491
273.14,-50.63956257772491
273.15000000000003,-50.63956257772491
273.16,-50.63956257772491
273.17,-50.63956257772491
273.18,-50.63956257772491
273.19,-50.63956257772491
273.2,-50.63956257772491
273.21,-50.63956257772491
273.22,-50.63956257772491
273.23,-50.63956257772491
273.24,-50.63956257772491
273.25,-50.63956257772491
273.26,-50.63956257772491
273.27,-50.63956257772491
273.28000000000003,-50.63956257772491
273.29,-50.63956257772491
273.3,-50.63956257772491
273.31,-50.63956257772491
273.32,-50.63956257772491
273.33,-50.63956257772491
273.34000000000003,-50.63956257772491
273.35,-50.63956257772491
273.36,-50.63956257772491
273.37,-50.63956257772491
273.38,-50.63956257772491
273.39,-50.63956257772491
273.40000000000003,-50.63956257772491
273.41,-50.63956257772491
273.42,-50.63956257772491
273.43,-50.63956257772491
273.44,-50.63956257772491
273.45,-50.63956257772491
273.46,-50.63956257772491
273.47,-50.63956257772491
273.48,-50.63956257772491
273.49,-50.63956257772491
273.5,-50.63956257772491
273.51,-49.665519058736855
273.52,-49.665519058736855
273.53000000000003,-49.665519058736855
273.54,-49.665519058736855
273.55,-49.665519058736855
273.56,-49.665519058736855
273.57,-49.665519058736855
273.58,-49.665519058736855
273.59000000000003,-49.665519058736855
273.6,-49.665519058736855
273.61,-49.665519058736855
273.62,-49.665519058736855
273.63,-49.665519058736855
273.64,-49.665519058736855
273.65000000000003,-49.665519058736855
273.66,-49.665519058736855
273.67,-49.665519058736855
273.68,-49.665519058736855
273.69,-49.665519058736855
273.7,-49.665519058736855
273.71,-49.665519058736855
273.72,-49.665519058736855
273.73,-49.665519058736855
273.74,-49.665519058736855
273.75,-49.665519058736855
273.76,-49.665519058736855
273.77,-49.665519058736855
273.78000000000003,-49.665519058736855
273.79,-49.665519058736855
273.8,-49.665519058736855
273.81,-49.665519058736855
273.82,-49.665519058736855
273.83,-49.665519058736855
273.84000000000003,-49.665519058736855
273.85,-49.665519058736855
273.86,-49.665519058736855
273.87,-49.665519058736855
273.88,-49.665519058736855
273.89,-49.665519058736855
273.90000000000003,-49.665519058736855
273.91,-49.665519058736855
273.92,-49.665519058736855
273.93,-49.665519058736855
273.94,-49.665519058736855
273.95,-49.665519058736855
273.96,-49.665519058736855
273.97,-49.665519058736855
273.98,-49.665519058736855
273.99,-49.665519058736855
274.0,-49.665519058736855
274.01,-49.774813755403514
274.02,-49.774813755403514
274.03000000000003,-49.774813755403514
274.04,-49.774813755403514
274.05,-49.774813755403514
274.06,-49.774813755403514
274.07,-49.774813755403514
274.08,-49.774813755403514
274.09000000000003,-49.774813755403514
274.1,-49.774813755403514
274.11,-49.774813755403514
274.12,-49.774813755403514
274.13,-49.774813755403514
274.14,-49.774813755403514
274.15000000000003,-49.774813755403514
274.16,-49.774813755403514
274.17,-49.774813755403514
274.18,-49.774813755403514
274.19,-49.774813755403514
274.2,-49.774813755403514
274.21,-49.774813755403514
274.22,-49.774813755403514
274.23,-49.774813755403514
274.24,-49.774813755403514
274.25,-49.774813755403514
274.26,-49.774813755403514
274.27,-49.774813755403514
274.28000000000003,-49.774813755403514
274.29,-49.774813755403514
274.3,-49.774813755403514
274.31,-49.774813755403514
274.32,-49.774813755403514
274.33,-49.774813755403514
274.34000000000003,-49.774813755403514
274.35,-49.774813755403514
274.36,-49.774813755403514
274.37,-49.774813755403514
274.38,-49.774813755403514
274.39,-49.774813755403514
274.40000000000003,-49.774813755403514
274.41,-49.774813755403514
274.42,-49.774813755403514
274.43,-49.774813755403514
274.44,-49.774813755403514
274.45,-49.774813755403514
274.46,-49.774813755403514
274.47,-49.774813755403514
274.48,-49.774813755403514
274.49,-49.774813755403514
274.5,-49.774813755403514
274.51,-50.067166765109455
274.52,-50.067166765109455
274.53000000000003,-50.067166765109455
274.54,-50.067166765109455
274.55,-50.067166765109455
274.56,-50.067166765109455
274.57,-50.067166765109455
274.58,-50.067166765109455
274.59000000000003,-50.067166765109455
274.6,-50.067166765109455
274.61,-50.067166765109455
274.62,-50.067166765109455
274.63,-50.067166765109455
274.64,-50.067166765109455
274.65000000000003,-50.067166765109455
274.66,-50.067166765109455
274.67,-50.067166765109455
274.68,-50.067166765109455
274.69,-50.067166765109455
274.7,-50.067166765109455
274.71,-50.067166765109455
274.72,-50.067166765109455
274.73,-50.067166765109455
274.74,-50.067166765109455
274.75,-50.067166765109455
274.76,-50.067166765109455
274.77,-50.067166765109455
274.78000000000003,-50.067166765109455
274.79,-50.067166765109455
274.8,-50.067166765109455
274.81,-50.067166765109455
274.82,-50.067166765109455
274.83,-50.067166765109455
274.84000000000003,-50.067166765109455
274.85,-50.067166765109455
274.86,-50.067166765109455
274.87,-50.067166765109455
274.88,-50.067166765109455
274.89,-50.067166765109455
274.90000000000003,-50.067166765109455
274.91,-50.067166765109455
274.92,-50.067166765109455
274.93,-50.067166765109455
274.94,-50.067166765109455
274.95,-50.067166765109455
274.96,-50.067166765109455
274.97,-50.067166765109455
274.98,-50.067166765109455
274.99,-50.067166765109455
275.0,-50.067166765109455
275.01,-50.1606666507576
275.02,-50.1606666507576
275.03000000000003,-50.1606666507576
275.04,-50.1606666507576
275.05,-50.1606666507576
275.06,-50.1606666507576
275.07,-50.1606666507576
275.08,-50.1606666507576
275.09000000000003,-50.1606666507576
275.1,-50.1606666507576
275.11,-50.1606666507576
275.12,-50.1606666507576
275.13,-50.1606666507576
275.14,-50.1606666507576
275.15000000000003,-50.1606666507576
275.16,-50.1606666507576
275.17,-50.1606666507576
275.18,-50.1606666507576
275.19,-50.1606666507576
275.2,-50.1606666507576
275.21,-50.1606666507576
275.22,-50.1606666507576
275.23,-50.1606666507576
275.24,-50.1606666507576
275.25,-50.1606666507576
275.26,-50.1606666507576
275.27,-50.1606666507576
275.28000000000003,-50.1606666507576
275.29,-50.1606666507576
275.3,-50.1606666507576
275.31,-50.1606666507576
275.32,-50.1606666507576
275.33,-50.1606666507576
275.34000000000003,-50.1606666507576
275.35,-50.1606666507576
275.36,-50.1606666507576
275.37,-50.1606666507576
275.38,-50.1606666507576
275.39,-50.1606666507576
275.40000000000003,-50.1606666507576
275.41,-50.1606666507576
275.42,-50.1606666507576
275.43,-50.1606666507576
275.44,-50.1606666507576
275.45,-50.1606666507576
275.46,-50.1606666507576
275.47,-50.1606666507576
275.48,-50.1606666507576
275.49,-50.1606666507576
275.5,-50.1606666507576
275.51,-50.0335308590356
275.52,-50.0335308590356
275.53000000000003,-50.0335308590356
275.54,-50.0335308590356
275.55,-50.0335308590356
275.56,-50.0335308590356
275.57,-50.0335308590356
275.58,-50.0335308590356
275.59000000000003,-50.0335308590356
275.6,-50.0335308590356
275.61,-50.0335308590356
275.62,-50.0335308590356
275.63,-50.0335308590356
275.64,-50.0335308590356
275.65000000000003,-50.0335308590356
275.66,-50.0335308590356
275.67,-50.0335308590356
275.68,-50.0335308590356
275.69,-50.0335308590356
275.7,-50.0335308590356
275.71,-50.0335308590356
275.72,-50.0335308590356
275.73,-50.0335308590356
275.74,-50.0335308590356
275.75,-50.0335308590356
275.76,-50.0335308590356
275.77,-50.0335308590356
275.78000000000003,-50.0335308590356
275.79,-50.0335308590356
275.8,-50.0335308590356
275.81,-50.0335308590356
275.82,-50.0335308590356
275.83,-50.0335308590356
275.84000000000003,-50.0335308590356
275.85,-50.0335308590356
275.86,-50.0335308590356
275.87,-50.0335308590356
275.88,-50.0335308590356
275.89,-50.0335308590356
275.90000000000003,-50.0335308590356
275.91,-50.0335308590356
275.92,-50.0335308590356
275.93,-50.0335308590356
275.94,-50.0335308590356
275.95,-50.0335308590356
275.96,-50.0335308590356
275.97,-50.0335308590356
275.98,-50.0335308590356
275.99,-50.0335308590356
276.0,-50.0335308590356
276.01,-49.96358674038481
276.02,-49.96358674038481
276.03000000000003,-49.96358674038481
276.04,-49.96358674038481
276.05,-49.96358674038481
276.06,-49.96358674038481
276.07,-49.96358674038481
276.08,-49.96358674038481
276.09000000000003,-49.96358674038481
276.1,-49.96358674038481
276.11,-49.96358674038481
276.12,-49.96358674038481
276.13,-49.96358674038481
276.14,-49.96358674038481
276.15000000000003,-49.96358674038481
276.16,-49.96358674038481
276.17,-49.96358674038481
276.18,-49.96358674038481
276.19,-49.96358674038481
276.2,-49.96358674038481
276.21,-49.96358674038481
276.22,-49.96358674038481
276.23,-49.96358674038481
276.24,-49.96358674038481
276.25,-49.96358674038481
276.26,-49.96358674038481
276.27,-49.96358674038481
276.28000000000003,-49.96358674038481
276.29,-49.96358674038481
276.3,-49.96358674038481
276.31,-49.96358674038481
276.32,-49.96358674038481
276.33,-49.96358674038481
276.34000000000003,-49.96358674038481
276.35,-49.96358674038481
276.36,-49.96358674038481
276.37,-49.96358674038481
276.38,-49.96358674038481
276.39,-49.96358674038481
276.40000000000003,-49.96358674038481
276.41,-49.96358674038481
276.42,-49.96358674038481
276.43,-49.96358674038481
276.44,-49.96358674038481
276.45,-49.96358674038481
276.46,-49.96358674038481
276.47,-49.96358674038481
276.48,-49.96358674038481
276.49,-49.96358674038481
276.5,-49.96358674038481
276.51,-51.25172849899945
276.52,-51.25172849899945
276.53000000000003,-51.25172849899945
276.54,-51.25172849899945
276.55,-51.25172849899945
276.56,-51.25172849899945
276.57,-51.25172849899945
276.58,-51.25172849899945
276.59000000000003,-51.25172849899945
276.6,-51.25172849899945
276.61,-51.25172849899945
276.62,-51.25172849899945
276.63,-51.25172849899945
276.64,-51.25172849899945
276.65000000000003,-51.25172849899945
276.66,-51.25172849899945
276.67,-51.25172849899945
276.68,-51.25172849899945
276.69,-51.25172849899945
276.7,-51.25172849899945
276.71,-51.25172849899945
276.72,-51.25172849899945
276.73,-51.25172849899945
276.74,-51.25172849899945
276.75,-51.25172849899945
276.76,-51.25172849899945
276.77,-51.25172849899945
276.78000000000003,-51.25172849899945
276.79,-51.25172849899945
276.8,-51.25172849899945
276.81,-51.25172849899945
276.82,-51.25172849899945
276.83,-51.25172849899945
276.84000000000003,-51.25172849899945
276.85,-51.25172849899945
276.86,-51.25172849899945
276.87,-51.25172849899945
276.88,-51.25172849899945
276.89,-51.25172849899945
276.90000000000003,-51.25172849899945
276.91,-51.25172849899945
276.92,-51.25172849899945
276.93,-51.25172849899945
276.94,-51.25172849899945
276.95,-51.25172849899945
276.96,-51.25172849899945
276.97,-51.25172849899945
276.98,-51.25172849899945
276.99,-51.25172849899945
277.0,-51.25172849899945
277.01,-51.07831472122168
277.02,-51.07831472122168
277.03000000000003,-51.07831472122168
277.04,-51.07831472122168
277.05,-51.07831472122168
277.06,-51.07831472122168
277.07,-51.07831472122168
277.08,-51.07831472122168
277.09000000000003,-51.07831472122168
277.1,-51.07831472122168
277.11,-51.07831472122168
277.12,-51.07831472122168
277.13,-51.07831472122168
277.14,-51.07831472122168
277.15000000000003,-51.07831472122168
277.16,-51.07831472122168
277.17,-51.07831472122168
277.18,-51.07831472122168
277.19,-51.07831472122168
277.2,-51.07831472122168
277.21,-51.07831472122168
277.22,-51.07831472122168
277.23,-51.07831472122168
277.24,-51.07831472122168
277.25,-51.07831472122168
277.26,-51.07831472122168
277.27,-51.07831472122168
277.28000000000003,-51.07831472122168
277.29,-51.07831472122168
277.3,-51.07831472122168
277.31,-51.07831472122168
277.32,-51.07831472122168
277.33,-51.07831472122168
277.34000000000003,-51.07831472122168
277.35,-51.07831472122168
277.36,-51.07831472122168
277.37,-51.07831472122168
277.38,-51.07831472122168
277.39,-51.07831472122168
277.40000000000003,-51.07831472122168
277.41,-51.07831472122168
277.42,-51.07831472122168
277.43,-51.07831472122168
277.44,-51.07831472122168
277.45,-51.07831472122168
277.46,-51.07831472122168
277.47,-51.07831472122168
277.48,-51.07831472122168
277.49,-51.07831472122168
277.5,-51.07831472122168
277.51,-52.48814066197087
277.52,-52.48814066197087
277.53000000000003,-52.48814066197087
277.54,-52.48814066197087
277.55,-52.48814066197087
277.56,-52.48814066197087
277.57,-52.48814066197087
277.58,-52.48814066197087
277.59000000000003,-52.48814066197087
277.6,-52.48814066197087
277.61,-52.48814066197087
277.62,-52.48814066197087
277.63,-52.48814066197087
277.64,-52.48814066197087
277.65000000000003,-52.48814066197087
277.66,-52.48814066197087
277.67,-52.48814066197087
277.68,-52.48814066197087
277.69,-52.48814066197087
277.7,-52.48814066197087
277.71,-52.48814066197087
277.72,-52.48814066197087
277.73,-52.48814066197087
277.74,-52.48814066197087
277.75,-52.48814066197087
277.76,-52.48814066197087
277.77,-52.48814066197087
277.78000000000003,-52.48814066197087
277.79,-52.48814066197087
277.8,-52.48814066197087
277.81,-52.48814066197087
277.82,-52.48814066197087
277.83,-52.48814066197087
277.84000000000003,-52.48814066197087
277.85,-52.48814066197087
277.86,-52.48814066197087
277.87,-52.48814066197087
277.88,-52.48814066197087
277.89,-52.48814066197087
277.90000000000003,-52.48814066197087
277.91,-52.48814066197087
277.92,-52.48814066197087
277.93,-52.48814066197087
277.94,-52.48814066197087
277.95,-52.48814066197087
277.96,-52.48814066197087
277.97,-52.48814066197087
277.98,-52.48814066197087
277.99,-52.48814066197087
278.0,-52.48814066197087
278.01,-52.62116871117721
278.02,-52.62116871117721
278.03000000000003,-52.62116871117721
278.04,-52.62116871117721
278.05,-52.62116871117721
278.06,-52.62116871117721
278.07,-52.62116871117721
278.08,-52.62116871117721
278.09000000000003,-52.62116871117721
278.1,-52.62116871117721
278.11,-52.62116871117721
278.12,-52.62116871117721
278.13,-52.62116871117721
278.14,-52.62116871117721
278.15000000000003,-52.62116871117721
278.16,-52.62116871117721
278.17,-52.62116871117721
278.18,-52.62116871117721
278.19,-52.62116871117721
278.2,-52.62116871117721
278.21,-52.62116871117721
278.22,-52.62116871117721
278.23,-52.62116871117721
278.24,-52.62116871117721
278.25,-52.62116871117721
278.26,-52.62116871117721
278.27,-52.62116871117721
278.28000000000003,-52.62116871117721
278.29,-52.62116871117721
278.3,-52.62116871117721
278.31,-52.62116871117721
278.32,-52.62116871117721
278.33,-52.62116871117721
278.34000000000003,-52.62116871117721
278.35,-52.62116871117721
278.36,-52.62116871117721
278.37,-52.62116871117721
278.38,-52.62116871117721
278.39,-52.62116871117721
278.40000000000003,-52.62116871117721
278.41,-52.62116871117721
278.42,-52.62116871117721
278.43,-52.62116871117721
278.44,-52.62116871117721
278.45,-52.62116871117721
278.46,-52.62116871117721
278.47,-52.62116871117721
278.48,-52.62116871117721
278.49,-52.62116871117721
278.5,-52.62116871117721
278.51,-52.85435423976074
278.52,-52.85435423976074
278.53000000000003,-52.85435423976074
278.54,-52.85435423976074
278.55,-52.85435423976074
278.56,-52.85435423976074
278.57,-52.85435423976074
278.58,-52.85435423976074
278.59000000000003,-52.85435423976074
278.6,-52.85435423976074
278.61,-52.85435423976074
278.62,-52.85435423976074
278.63,-52.85435423976074
278.64,-52.85435423976074
278.65000000000003,-52.85435423976074
278.66,-52.85435423976074
278.67,-52.85435423976074
278.68,-52.85435423976074
278.69,-52.85435423976074
278.7,-52.85435423976074
278.71,-52.85435423976074
278.72,-52.85435423976074
278.73,-52.85435423976074
278.74,-52.85435423976074
278.75,-52.85435423976074
278.76,-52.85435423976074
278.77,-52.85435423976074
278.78000000000003,-52.85435423976074
278.79,-52.85435423976074
278.8,-52.85435423976074
278.81,-52.85435423976074
278.82,-52.85435423976074
278.83,-52.85435423976074
278.84000000000003,-52.85435423976074
278.85,-52.85435423976074
278.86,-52.85435423976074
278.87,-52.85435423976074
278.88,-52.85435423976074
278.89,-52.85435423976074
278.90000000000003,-52.85435423976074
278.91,-52.85435423976074
278.92,-52.85435423976074
278.93,-52.85435423976074
278.94,-52.85435423976074
278.95,-52.85435423976074
278.96,-52.85435423976074
278.97,-52.85435423976074
278.98,-52.85435423976074
278.99,-52.85435423976074
279.0,-52.85435423976074
279.01,-52.67710410642739
279.02,-52.67710410642739
279.03000000000003,-52.67710410642739
279.04,-52.67710410642739
279.05,-52.67710410642739
279.06,-52.67710410642739
279.07,-52.67710410642739
279.08,-52.67710410642739
279.09000000000003,-52.67710410642739
279.1,-52.67710410642739
279.11,-52.67710410642739
279.12,-52.67710410642739
279.13,-52.67710410642739
279.14,-52.67710410642739
279.15000000000003,-52.67710410642739
279.16,-52.67710410642739
279.17,-52.67710410642739
279.18,-52.67710410642739
279.19,-52.67710410642739
279.2,-52.67710410642739
279.21,-52.67710410642739
279.22,-52.67710410642739
279.23,-52.67710410642739
279.24,-52.67710410642739
279.25,-52.67710410642739
279.26,-52.67710410642739
279.27,-52.67710410642739
279.28000000000003,-52.67710410642739
279.29,-52.67710410642739
279.3,-52.67710410642739
279.31,-52.67710410642739
279.32,-52.67710410642739
279.33,-52.67710410642739
279.34000000000003,-52.67710410642739
279.35,-52.67710410642739
279.36,-52.67710410642739
279.37,-52.67710410642739
279.38,-52.67710410642739
279.39,-52.67710410642739
279.40000000000003,-52.67710410642739
279.41,-52.67710410642739
279.42,-52.67710410642739
279.43,-52.67710410642739
279.44,-52.67710410642739
279.45,-52.67710410642739
279.46,-52.67710410642739
279.47,-52.67710410642739
279.48,-52.67710410642739
279.49,-52.67710410642739
279.5,-52.67710410642739
279.51,-52.1590426893807
279.52,-52.1590426893807
279.53000000000003,-52.1590426893807
279.54,-52.1590426893807
279.55,-52.1590426893807
279.56,-52.1590426893807
279.57,-52.1590426893807
279.58,-52.1590426893807
279.59000000000003,-52.1590426893807
279.6,-52.1590426893807
279.61,-52.1590426893807
279.62,-52.1590426893807
279.63,-52.1590426893807
279.64,-52.1590426893807
279.65000000000003,-52.1590426893807
279.66,-52.1590426893807
279.67,-52.1590426893807
279.68,-52.1590426893807
279.69,-52.1590426893807
279.7,-52.1590426893807
279.71,-52.1590426893807
279.72,-52.1590426893807
279.73,-52.1590426893807
279.74,-52.1590426893807
279.75,-52.1590426893807
279.76,-52.1590426893807
279.77,-52.1590426893807
279.78000000000003,-52.1590426893807
279.79,-52.1590426893807
279.8,-52.1590426893807
279.81,-52.1590426893807
279.82,-52.1590426893807
279.83,-52.1590426893807
279.84000000000003,-52.1590426893807
279.85,-52.1590426893807
279.86,-52.1590426893807
279.87,-52.1590426893807
279.88,-52.1590426893807
279.89,-52.1590426893807
279.90000000000003,-52.1590426893807
279.91,-52.1590426893807
279.92,-52.1590426893807
279.93,-52.1590426893807
279.94,-52.1590426893807
279.95,-52.1590426893807
279.96,-52.1590426893807
279.97,-52.1590426893807
279.98,-52.1590426893807
279.99,-52.1590426893807
280.0,-52.1590426893807
280.01,-52.12060524259498
280.02,-52.12060524259498
280.03000000000003,-52.12060524259498
280.04,-52.12060524259498
280.05,-52.12060524259498
280.06,-52.12060524259498
280.07,-52.12060524259498
280.08,-52.12060524259498
280.09000000000003,-52.12060524259498
280.1,-52.12060524259498
280.11,-52.12060524259498
280.12,-52.12060524259498
280.13,-52.12060524259498
280.14,-52.12060524259498
280.15000000000003,-52.12060524259498
280.16,-52.12060524259498
280.17,-52.12060524259498
280.18,-52.12060524259498
280.19,-52.12060524259498
280.2,-52.12060524259498
280.21,-52.12060524259498
280.22,-52.12060524259498
280.23,-52.12060524259498
280.24,-52.12060524259498
280.25,-52.12060524259498
280.26,-52.12060524259498
280.27,-52.12060524259498
280.28000000000003,-52.12060524259498
280.29,-52.12060524259498
280.3,-52.12060524259498
280.31,-52.12060524259498
280.32,-52.12060524259498
280.33,-52.12060524259498
280.34000000000003,-52.12060524259498
280.35,-52.12060524259498
280.36,-52.12060524259498
280.37,-52.12060524259498
280.38,-52.12060524259498
280.39,-52.12060524259498
280.40000000000003,-52.12060524259498
280.41,-52.12060524259498
280.42,-52.12060524259498
280.43,-52.12060524259498
280.44,-52.12060524259498
280.45,-52.12060524259498
280.46,-52.12060524259498
280.47,-52.12060524259498
280.48,-52.12060524259498
280.49,-52.12060524259498
280.5,-52.12060524259498
280.51,-51.64595963960803
280.52,-51.64595963960803
280.53000000000003,-51.64595963960803
280.54,-51.64595963960803
280.55,-51.64595963960803
280.56,-51.64595963960803
280.57,-51.64595963960803
280.58,-51.64595963960803
280.59000000000003,-51.64595963960803
280.6,-51.64595963960803
280.61,-51.64595963960803
280.62,-51.64595963960803
280.63,-51.64595963960803
280.64,-51.64595963960803
280.65000000000003,-51.64595963960803
280.66,-51.64595963960803
280.67,-51.64595963960803
280.68,-51.64595963960803
280.69,-51.64595963960803
280.7,-51.64595963960803
280.71,-51.64595963960803
280.72,-51.64595963960803
280.73,-51.64595963960803
280.74,-51.64595963960803
280.75,-51.64595963960803
280.76,-51.64595963960803
280.77,-51.64595963960803
280.78000000000003,-51.64595963960803
280.79,-51.64595963960803
280.8,-51.64595963960803
280.81,-51.64595963960803
280.82,-51.64595963960803
280.83,-51.64595963960803
280.84000000000003,-51.64595963960803
280.85,-51.64595963960803
280.86,-51.64595963960803
280.87,-51.64595963960803
280.88,-51.64595963960803
280.89,-51.64595963960803
280.90000000000003,-51.64595963960803
280.91,-51.64595963960803
280.92,-51.64595963960803
280.93,-51.64595963960803
280.94,-51.64595963960803
280.95,-51.64595963960803
280.96,-51.64595963960803
280.97,-51.64595963960803
280.98,-51.64595963960803
280.99,-51.64595963960803
281.0,-51.64595963960803
281.01,-51.65491427056042
281.02,-51.65491427056042
281.03000000000003,-51.65491427056042
281.04,-51.65491427056042
281.05,-51.65491427056042
281.06,-51.65491427056042
281.07,-51.65491427056042
281.08,-51.65491427056042
281.09000000000003,-51.65491427056042
281.1,-51.65491427056042
281.11,-51.65491427056042
281.12,-51.65491427056042
281.13,-51.65491427056042
281.14,-51.65491427056042
281.15000000000003,-51.65491427056042
281.16,-51.65491427056042
281.17,-51.65491427056042
281.18,-51.65491427056042
281.19,-51.65491427056042
281.2,-51.65491427056042
281.21,-51.65491427056042
281.22,-51.65491427056042
281.23,-51.65491427056042
281.24,-51.65491427056042
281.25,-51.65491427056042
281.26,-51.65491427056042
281.27,-51.65491427056042
281.28000000000003,-51.65491427056042
281.29,-51.65491427056042
281.3,-51.65491427056042
281.31,-51.65491427056042
281.32,-51.65491427056042
281.33,-51.65491427056042
281.34000000000003,-51.65491427056042
281.35,-51.65491427056042
281.36,-51.65491427056042
281.37,-51.65491427056042
281.38,-51.65491427056042
281.39,-51.65491427056042
281.40000000000003,-51.65491427056042
281.41,-51.65491427056042
281.42,-51.65491427056042
281.43,-51.65491427056042
281.44,-51.65491427056042
281.45,-51.65491427056042
281.46,-51.65491427056042
281.47,-51.65491427056042
281.48,-51.65491427056042
281.49,-51.65491427056042
281.5,-51.65491427056042
281.51,-53.085234013756605
281.52,-53.085234013756605
281.53000000000003,-53.085234013756605
281.54,-53.085234013756605
281.55,-53.085234013756605
281.56,-53.085234013756605
281.57,-53.085234013756605
281.58,-53.085234013756605
281.59000000000003,-53.085234013756605
281.6,-53.085234013756605
281.61,-53.085234013756605
281.62,-53.085234013756605
281.63,-53.085234013756605
281.64,-53.085234013756605
281.65000000000003,-53.085234013756605
281.66,-53.085234013756605
281.67,-53.085234013756605
281.68,-53.085234013756605
281.69,-53.085234013756605
281.7,-53.085234013756605
281.71,-53.085234013756605
281.72,-53.085234013756605
281.73,-53.085234013756605
281.74,-53.085234013756605
281.75,-53.085234013756605
281.76,-53.085234013756605
281.77,-53.085234013756605
281.78000000000003,-53.085234013756605
281.79,-53.085234013756605
281.8,-53.085234013756605
281.81,-53.085234013756605
281.82,-53.085234013756605
281.83,-53.085234013756605
281.84000000000003,-53.085234013756605
281.85,-53.085234013756605
281.86,-53.085234013756605
281.87,-53.085234013756605
281.88,-53.085234013756605
281.89,-53.085234013756605
281.90000000000003,-53.085234013756605
281.91,-53.085234013756605
281.92,-53.085234013756605
281.93,-53.085234013756605
281.94,-53.085234013756605
281.95,-53.085234013756605
281.96,-53.085234013756605
281.97,-53.085234013756605
281.98,-53.085234013756605
281.99,-53.085234013756605
282.0,-53.085234013756605
282.01,-53.03510775661375
282.02,-53.03510775661375
282.03000000000003,-53.03510775661375
282.04,-53.03510775661375
282.05,-53.03510775661375
282.06,-53.03510775661375
282.07,-53.03510775661375
282.08,-53.03510775661375
282.09000000000003,-53.03510775661375
282.1,-53.03510775661375
282.11,-53.03510775661375
282.12,-53.03510775661375
282.13,-53.03510775661375
282.14,-53.03510775661375
282.15000000000003,-53.03510775661375
282.16,-53.03510775661375
282.17,-53.03510775661375
282.18,-53.03510775661375
282.19,-53.03510775661375
282.2,-53.03510775661375
282.21,-53.03510775661375
282.22,-53.03510775661375
282.23,-53.03510775661375
282.24,-53.03510775661375
282.25,-53.03510775661375
282.26,-53.03510775661375
282.27,-53.03510775661375
282.28000000000003,-53.03510775661375
282.29,-53.03510775661375
282.3,-53.03510775661375
282.31,-53.03510775661375
282.32,-53.03510775661375
282.33,-53.03510775661375
282.34000000000003,-53.03510775661375
282.35,-53.03510775661375
282.36,-53.03510775661375
282.37,-53.03510775661375
282.38,-53.03510775661375
282.39,-53.03510775661375
282.40000000000003,-53.03510775661375
282.41,-53.03510775661375
282.42,-53.03510775661375
282.43,-53.03510775661375
282.44,-53.03510775661375
282.45,-53.03510775661375
282.46,-53.03510775661375
282.47,-53.03510775661375
282.48,-53.03510775661375
282.49,-53.03510775661375
282.5,-53.03510775661375
282.51,-54.9005873462399
282.52,-54.9005873462399
282.53000000000003,-54.9005873462399
282.54,-54.9005873462399
282.55,-54.9005873462399
282.56,-54.9005873462399
282.57,-54.9005873462399
282.58,-54.9005873462399
282.59000000000003,-54.9005873462399
282.6,-54.9005873462399
282.61,-54.9005873462399
282.62,-54.9005873462399
282.63,-54.9005873462399
282.64,-54.9005873462399
282.65000000000003,-54.9005873462399
282.66,-54.9005873462399
282.67,-54.9005873462399
282.68,-54.9005873462399
282.69,-54.9005873462399
282.7,-54.9005873462399
282.71,-54.9005873462399
282.72,-54.9005873462399
282.73,-54.9005873462399
282.74,-54.9005873462399
282.75,-54.9005873462399
282.76,-54.9005873462399
282.77,-54.9005873462399
282.78000000000003,-54.9005873462399
282.79,-54.9005873462399
282.8,-54.9005873462399
282.81,-54.9005873462399
282.82,-54.9005873462399
282.83,-54.9005873462399
282.84000000000003,-54.9005873462399
282.85,-54.9005873462399
282.86,-54.9005873462399
282.87,-54.9005873462399
282.88,-54.9005873462399
282.89,-54.9005873462399
282.90000000000003,-54.9005873462399
282.91,-54.9005873462399
282.92,-54.9005873462399
282.93,-54.9005873462399
282.94,-54.9005873462399
282.95,-54.9005873462399
282.96,-54.9005873462399
282.97,-54.9005873462399
282.98,-54.9005873462399
282.99,-54.9005873462399
283.0,-54.9005873462399
